20.04.2023;13:52:38:000;13:54:18:0000;Indoor;50;sunny;N/A;N/A
0;2925310;40
1;2927424;64
2;2911815;69
3;2887544;74
4;2851590;98
5;2797610;102
6;2716740;147
7;2582796;169
8;2344014;239
9;1747914;339
10;55390;406
11;26083;416
12;14401;394
13;7754;408
14;3927;397
15;1913;394
16;805;403
17;402;412
18;201;419
19;402;410
20;201;408
21;201;384
22;201;406
23;201;407
24;201;394
25;201;411
26;201;407
27;201;423
28;201;406
29;201;408
30;201;408
31;302;401
32;201;400
33;201;415
34;201;399
35;302;394
36;201;407
37;201;405
38;201;414
39;201;415
0;2925310;67
1;2927727;61
2;2911613;58
3;2886134;76
4;2851590;83
5;2797106;128
6;2716539;126
7;2582091;174
8;2343813;244
9;1750432;322
10;55893;395
11;26486;410
12;13998;422
13;7855;392
14;3625;408
15;1812;399
16;1007;413
17;402;405
18;302;395
19;302;407
20;201;401
21;201;410
22;302;398
23;201;422
24;201;406
25;201;390
26;201;388
27;201;401
28;201;426
29;201;398
30;201;407
31;302;431
32;201;400
33;201;394
34;201;407
35;201;391
36;201;402
37;201;425
38;302;415
39;201;410
0;2925108;55
1;2927223;55
2;2911512;77
3;2886436;68
4;2851590;87
5;2796704;91
6;2716539;120
7;2581890;183
8;2342906;225
9;1749526;336
10;55692;401
11;26184;426
12;14401;407
13;8157;415
14;4028;413
15;1812;400
16;704;407
17;302;419
18;302;409
19;201;398
20;302;390
21;201;414
22;201;395
23;201;399
24;201;406
25;201;398
26;201;394
27;201;390
28;201;411
29;201;422
30;201;403
31;201;403
32;302;387
33;302;429
34;201;406
35;201;416
36;201;396
37;201;405
38;201;413
39;201;407
0;2925209;71
1;2927525;55
2;2911311;64
3;2887141;75
4;2851389;85
5;2797006;93
6;2716337;129
7;2581890;174
8;2343309;239
9;1749727;312
10;55591;422
11;26385;404
12;14703;412
13;7653;384
14;4330;410
15;1913;384
16;906;409
17;402;407
18;402;402
19;302;396
20;201;393
21;302;413
22;201;396
23;201;399
24;201;413
25;201;417
26;201;399
27;302;398
28;201;399
29;201;413
30;201;411
31;201;404
32;201;403
33;201;408
34;201;403
35;201;397
36;201;437
37;201;409
38;201;412
39;201;408
0;2924705;59
1;2927022;73
2;2911009;55
3;2886939;71
4;2851590;77
5;2797509;95
6;2716539;127
7;2581789;166
8;2344216;223
9;1747713;312
10;55793;390
11;26083;402
12;14905;410
13;8056;412
14;4129;406
15;2114;412
16;1007;410
17;402;376
18;302;390
19;201;411
20;201;400
21;201;393
22;201;390
23;201;395
24;201;399
25;201;413
26;302;422
27;201;414
28;201;408
29;201;408
30;201;406
31;201;399
32;201;410
33;201;412
34;201;397
35;302;415
36;201;395
37;302;403
38;201;407
39;201;414
0;2924605;62
1;2927122;61
2;2911512;62
3;2887040;80
4;2851691;90
5;2797207;102
6;2716740;125
7;2582696;158
8;2344115;229
9;1751338;321
10;55390;404
11;26788;412
12;14099;410
13;7553;390
14;4129;388
15;1913;406
16;704;411
17;402;390
18;201;420
19;302;414
20;201;403
21;201;407
22;201;413
23;201;402
24;201;398
25;201;397
26;201;395
27;201;414
28;201;406
29;201;401
30;302;403
31;201;412
32;201;401
33;201;390
34;201;406
35;201;405
36;201;400
37;201;394
38;201;402
39;201;403
0;2924403;67
1;2927122;61
2;2910807;69
3;2886939;63
4;2851288;89
5;2796704;100
6;2716337;131
7;2581789;163
8;2343511;230
9;1746907;329
10;56195;431
11;26688;396
12;14703;394
13;7553;408
14;3927;397
15;1913;411
16;805;407
17;402;425
18;201;399
19;201;413
20;201;406
21;201;394
22;201;403
23;201;394
24;201;394
25;201;406
26;201;388
27;302;400
28;201;392
29;201;417
30;201;400
31;302;416
32;201;406
33;302;417
34;302;400
35;201;414
36;201;417
37;201;404
38;302;411
39;302;430
0;2924202;63
1;2926820;57
2;2910505;70
3;2885831;73
4;2851389;85
5;2795999;105
6;2715834;125
7;2580682;170
8;2342806;237
9;1746807;319
10;55490;403
11;26385;402
12;14703;403
13;8358;425
14;4028;401
15;2014;385
16;906;401
17;402;405
18;302;408
19;302;389
20;302;390
21;201;417
22;201;401
23;201;406
24;201;411
25;201;419
26;201;387
27;201;412
28;201;390
29;201;406
30;201;409
31;201;404
32;201;413
33;201;401
34;201;402
35;201;431
36;201;408
37;302;425
38;201;406
39;201;406
0;2924000;59
1;2926720;56
2;2910102;65
3;2885932;67
4;2850180;77
5;2795797;106
6;2715431;120
7;2580984;159
8;2341496;218
9;1745397;324
10;55591;396
11;25983;376
12;13998;406
13;8258;398
14;3524;407
15;1712;408
16;805;402
17;201;413
18;302;410
19;201;410
20;302;392
21;201;406
22;201;393
23;201;396
24;201;399
25;201;406
26;201;393
27;201;410
28;201;388
29;201;424
30;201;385
31;201;402
32;201;411
33;201;403
34;302;399
35;302;389
36;201;397
37;201;409
38;201;405
39;302;422
0;2923900;63
1;2926317;63
2;2910203;70
3;2885932;76
4;2850583;72
5;2795696;112
6;2715532;127
7;2580682;197
8;2341094;225
9;1744893;336
10;55490;396
11;26285;407
12;13998;392
13;8459;401
14;4229;392
15;2215;400
16;805;392
17;302;396
18;402;422
19;201;395
20;302;392
21;201;418
22;201;403
23;201;414
24;201;391
25;302;403
26;201;413
27;201;408
28;201;390
29;201;400
30;201;398
31;201;412
32;201;392
33;201;400
34;302;428
35;201;423
36;201;430
37;302;418
38;201;421
39;302;401
0;2924202;58
1;2926015;53
2;2909599;69
3;2885731;79
4;2850482;95
5;2796099;101
6;2715330;137
7;2581185;165
8;2341698;236
9;1743080;330
10;55289;401
11;26486;408
12;15106;402
13;8157;398
14;4330;417
15;2114;412
16;604;398
17;402;383
18;402;400
19;201;403
20;201;397
21;201;408
22;201;388
23;201;414
24;201;392
25;201;399
26;302;395
27;201;408
28;201;384
29;201;395
30;201;401
31;302;407
32;201;400
33;201;410
34;201;415
35;201;406
36;302;409
37;201;414
38;201;395
39;201;421
0;2923497;65
1;2925511;54
2;2909498;67
3;2885328;80
4;2849677;82
5;2795596;105
6;2714625;126
7;2579977;164
8;2340892;234
9;1743282;327
10;55088;410
11;26285;404
12;13897;396
13;7351;406
14;4028;405
15;2316;415
16;1107;394
17;503;401
18;302;410
19;302;402
20;302;410
21;201;409
22;201;409
23;201;404
24;201;413
25;201;391
26;201;417
27;201;419
28;201;422
29;201;409
30;201;411
31;201;408
32;302;405
33;201;403
34;201;397
35;302;414
36;201;418
37;201;393
38;302;411
39;302;414
0;2922691;61
1;2925511;62
2;2909397;65
3;2885126;69
4;2849677;99
5;2795092;105
6;2714424;135
7;2579473;174
8;2340791;245
9;1741066;335
10;54987;407
11;25983;400
12;14401;404
13;7855;403
14;4028;407
15;1712;405
16;704;409
17;302;398
18;302;403
19;201;395
20;201;397
21;302;408
22;201;411
23;201;413
24;201;401
25;201;403
26;201;394
27;201;401
28;201;402
29;201;391
30;302;419
31;201;417
32;302;415
33;201;414
34;302;395
35;201;402
36;201;400
37;201;403
38;201;412
39;201;420
0;2922893;65
1;2925410;69
2;2908995;77
3;2884623;79
4;2849475;90
5;2795294;103
6;2714625;133
7;2578869;174
8;2339281;210
9;1738146;315
10;55188;404
11;25882;400
12;14602;412
13;8358;411
14;3927;414
15;2114;408
16;906;404
17;302;405
18;402;397
19;302;413
20;201;409
21;201;413
22;201;411
23;201;402
24;201;408
25;201;418
26;201;398
27;302;408
28;201;390
29;201;408
30;201;396
31;201;402
32;201;402
33;201;411
34;201;392
35;201;393
36;201;397
37;201;420
38;302;421
39;201;418
0;2923195;55
1;2925108;65
2;2908491;71
3;2884623;74
4;2849475;95
5;2794085;122
6;2713316;146
7;2578768;167
8;2339079;235
9;1736232;349
10;55490;392
11;26184;395
12;14602;389
13;7653;406
14;4129;398
15;2114;394
16;805;413
17;302;402
18;201;400
19;201;416
20;302;411
21;201;395
22;302;408
23;201;411
24;201;398
25;201;402
26;201;398
27;201;397
28;201;416
29;201;409
30;302;398
31;201;405
32;201;401
33;302;405
34;302;416
35;201;395
36;302;406
37;201;396
38;201;400
39;201;415
0;2922792;67
1;2924907;59
2;2908390;72
3;2884925;76
4;2849173;89
5;2794891;109
6;2713115;123
7;2578164;166
8;2337972;248
9;1736534;314
10;55188;400
11;25781;405
12;13897;396
13;7653;402
14;4129;420
15;1812;409
16;805;410
17;503;422
18;302;413
19;201;402
20;201;409
21;201;399
22;302;413
23;201;407
24;201;405
25;302;403
26;201;413
27;201;406
28;302;416
29;201;394
30;201;418
31;201;402
32;201;402
33;201;405
34;201;401
35;201;399
36;201;394
37;201;413
38;201;419
39;201;418
0;2922188;66
1;2925511;73
2;2909196;64
3;2884119;90
4;2849375;88
5;2794790;100
6;2713618;142
7;2578466;182
8;2338072;225
9;1735829;322
10;54483;409
11;26083;392
12;14401;406
13;8056;403
14;4129;420
15;2114;394
16;704;413
17;503;396
18;201;409
19;402;391
20;201;398
21;201;395
22;302;395
23;201;396
24;201;397
25;201;408
26;201;403
27;201;401
28;201;419
29;201;403
30;201;420
31;201;402
32;201;393
33;201;403
34;201;405
35;201;393
36;201;420
37;201;401
38;201;408
39;302;407
0;2922490;61
1;2925209;59
2;2908390;78
3;2884220;67
4;2849173;86
5;2794186;111
6;2713115;147
7;2578466;174
8;2337669;235
9;1735829;344
10;54685;409
11;26184;427
12;13998;376
13;7754;409
14;4129;400
15;1712;388
16;604;410
17;402;402
18;302;412
19;302;404
20;201;408
21;201;417
22;201;434
23;302;395
24;201;407
25;201;406
26;201;398
27;201;395
28;201;400
29;201;402
30;201;423
31;201;410
32;302;405
33;201;384
34;201;401
35;201;398
36;201;404
37;302;393
38;201;404
39;201;420
0;2922288;50
1;2924705;59
2;2908390;77
3;2884019;68
4;2848166;85
5;2794186;116
6;2712611;122
7;2578063;173
8;2338374;216
9;1733009;330
10;54685;398
11;25680;409
12;14502;407
13;7653;391
14;4431;410
15;1712;396
16;805;428
17;503;402
18;201;407
19;201;413
20;302;414
21;201;405
22;201;406
23;201;402
24;201;408
25;201;406
26;201;402
27;201;401
28;201;400
29;201;395
30;201;418
31;201;405
32;201;396
33;201;415
34;201;397
35;201;402
36;201;401
37;201;408
38;201;415
39;201;424
0;2922188;59
1;2924504;62
2;2908894;64
3;2884522;66
4;2848267;85
5;2794085;93
6;2712712;126
7;2578466;167
8;2337669;233
9;1736232;327
10;54886;398
11;26385;417
12;14099;414
13;8258;421
14;4330;395
15;2114;422
16;906;393
17;402;394
18;302;408
19;302;394
20;201;399
21;201;405
22;201;414
23;201;407
24;201;407
25;201;389
26;201;401
27;201;393
28;201;411
29;201;402
30;201;407
31;201;395
32;201;393
33;201;408
34;201;393
35;201;393
36;201;408
37;201;417
38;302;398
39;201;414
0;2922188;56
1;2924403;76
2;2908793;61
3;2884321;73
4;2848670;82
5;2793481;96
6;2712611;140
7;2577257;177
8;2337065;241
9;1734621;314
10;54886;403
11;25983;409
12;14401;401
13;7351;392
14;3625;424
15;2114;412
16;1007;408
17;503;405
18;201;394
19;201;408
20;302;406
21;201;411
22;201;413
23;201;411
24;201;410
25;201;392
26;201;405
27;201;399
28;201;401
29;201;421
30;201;396
31;201;425
32;302;408
33;201;396
34;201;411
35;201;391
36;201;403
37;201;403
38;201;397
39;302;407
0;2922087;55
1;2924303;64
2;2908491;65
3;2884019;77
4;2847763;96
5;2793682;106
6;2713014;106
7;2576955;163
8;2337166;252
9;1732707;326
10;54685;411
11;25983;400
12;14905;388
13;7653;393
14;4330;412
15;2316;418
16;805;417
17;503;411
18;201;407
19;302;408
20;201;419
21;302;398
22;201;413
23;201;420
24;201;393
25;201;390
26;201;413
27;201;385
28;201;424
29;201;406
30;201;399
31;201;426
32;302;398
33;201;419
34;201;429
35;201;422
36;201;417
37;201;405
38;201;403
39;201;403
0;2922288;58
1;2924504;65
2;2907685;57
3;2883616;72
4;2848468;92
5;2793380;104
6;2712611;119
7;2577660;169
8;2336864;225
9;1731700;330
10;54483;404
11;25983;397
12;14300;417
13;7754;407
14;3424;397
15;2014;405
16;906;409
17;402;413
18;402;404
19;201;391
20;201;406
21;201;400
22;302;388
23;201;407
24;201;414
25;201;401
26;201;410
27;201;397
28;201;404
29;201;403
30;201;394
31;201;389
32;302;407
33;201;415
34;201;403
35;201;410
36;302;406
37;201;398
38;201;400
39;201;390
0;2921684;69
1;2924000;61
2;2908088;70
3;2883616;72
4;2847663;82
5;2792675;104
6;2711302;145
7;2576955;173
8;2336864;256
9;1733311;329
10;54685;403
11;26285;403
12;15106;407
13;8258;408
14;4028;412
15;2316;395
16;604;413
17;503;420
18;302;406
19;201;405
20;302;391
21;201;390
22;201;394
23;201;405
24;201;392
25;201;415
26;302;428
27;201;398
28;201;417
29;201;418
30;201;387
31;201;416
32;201;419
33;201;411
34;201;401
35;302;407
36;201;409
37;201;415
38;201;422
39;201;412
0;2922490;66
1;2924202;55
2;2908290;67
3;2883515;70
4;2848468;100
5;2793078;116
6;2712007;141
7;2576653;154
8;2337367;246
9;1730492;333
10;54987;395
11;26083;411
12;13998;403
13;7855;385
14;3927;405
15;1712;391
16;805;410
17;402;403
18;302;406
19;201;406
20;302;413
21;201;400
22;201;393
23;201;390
24;201;403
25;201;386
26;201;419
27;201;400
28;302;409
29;201;427
30;201;412
31;201;391
32;201;411
33;201;413
34;201;405
35;201;405
36;201;423
37;201;398
38;201;406
39;302;414
0;2921684;56
1;2924202;68
2;2907081;53
3;2883717;73
4;2847965;84
5;2792977;111
6;2712410;122
7;2576855;165
8;2336562;223
9;1731499;307
10;54886;399
11;25781;382
12;14099;390
13;7754;400
14;3927;412
15;2014;401
16;906;400
17;402;399
18;402;400
19;302;398
20;201;401
21;201;397
22;201;408
23;201;395
24;201;413
25;302;401
26;201;393
27;201;407
28;201;396
29;201;383
30;201;404
31;302;415
32;201;417
33;201;426
34;201;389
35;201;407
36;302;397
37;201;406
38;201;418
39;201;408
0;2921583;61
1;2923598;51
2;2907685;68
3;2883717;96
4;2848065;84
5;2792977;101
6;2712107;119
7;2576552;160
8;2335655;234
9;1730290;331
10;54785;404
11;25983;412
12;15005;402
13;7653;397
14;3826;392
15;2316;392
16;704;414
17;402;414
18;201;406
19;302;411
20;201;399
21;201;401
22;201;385
23;302;406
24;302;401
25;201;389
26;201;390
27;201;411
28;201;402
29;201;407
30;201;415
31;201;418
32;201;407
33;201;400
34;201;421
35;302;405
36;201;397
37;201;399
38;201;398
39;302;404
0;2922188;60
1;2923497;66
2;2907283;64
3;2883717;69
4;2847461;81
5;2793179;126
6;2711604;118
7;2576049;160
8;2334648;232
9;1726967;334
10;54282;397
11;25882;406
12;14099;412
13;7956;409
14;4028;401
15;2215;416
16;906;408
17;503;400
18;402;412
19;302;406
20;302;392
21;201;390
22;201;403
23;201;415
24;302;392
25;201;407
26;201;402
27;302;394
28;201;418
29;201;410
30;201;423
31;201;422
32;201;390
33;201;401
34;201;405
35;201;398
36;201;398
37;201;422
38;201;418
39;302;418
0;2921382;54
1;2923195;61
2;2907685;63
3;2883314;69
4;2847159;79
5;2792272;88
6;2711705;125
7;2576150;184
8;2334346;230
9;1727470;328
10;54483;408
11;26083;392
12;13998;412
13;7754;411
14;4028;420
15;2114;419
16;704;390
17;604;412
18;402;390
19;402;420
20;201;395
21;201;418
22;201;389
23;302;396
24;302;402
25;201;401
26;201;393
27;201;394
28;201;413
29;201;425
30;201;417
31;201;391
32;201;403
33;201;395
34;302;414
35;302;421
36;201;389
37;201;403
38;201;390
39;201;417
0;2921483;56
1;2923094;68
2;2907081;68
3;2883717;70
4;2847864;82
5;2792877;96
6;2710698;146
7;2575847;175
8;2334145;231
9;1724449;322
10;54886;398
11;24975;384
12;14703;400
13;7956;397
14;4229;410
15;1409;385
16;1007;418
17;402;414
18;201;401
19;201;401
20;201;425
21;201;393
22;201;409
23;201;404
24;201;398
25;201;400
26;201;398
27;201;412
28;201;407
29;201;407
30;302;417
31;201;398
32;302;413
33;201;405
34;201;405
35;201;406
36;201;406
37;302;397
38;201;420
39;201;415
0;2921382;55
1;2924101;59
2;2907283;58
3;2883414;75
4;2847058;83
5;2792172;108
6;2710798;112
7;2575243;201
8;2334145;248
9;1723140;335
10;54282;396
11;25983;413
12;14401;406
13;7956;388
14;3927;414
15;1913;399
16;704;402
17;402;410
18;201;405
19;302;399
20;201;407
21;201;399
22;302;392
23;201;429
24;201;410
25;201;405
26;201;402
27;201;388
28;201;426
29;201;413
30;201;419
31;201;409
32;201;403
33;201;407
34;201;397
35;201;402
36;201;390
37;201;406
38;201;390
39;201;417
0;2921885;69
1;2923698;61
2;2907081;70
3;2883112;74
4;2847864;81
5;2792071;111
6;2711302;120
7;2575747;176
8;2333641;230
9;1722938;330
10;53980;410
11;25680;413
12;14602;402
13;8358;401
14;4330;424
15;1812;403
16;906;394
17;604;395
18;201;400
19;302;397
20;302;402
21;201;402
22;201;400
23;201;414
24;201;408
25;201;398
26;201;402
27;201;397
28;201;411
29;201;403
30;201;402
