20.04.2023;13:56:02:000;13:57:42:0000;Indoor;50;sunny;N/A;N/A
0;2868006;53
1;2870121;65
2;2852497;90
3;2825204;87
4;2784518;89
5;2725502;111
6;2632547;149
7;2476749;157
8;2178750;240
9;1296433;345
10;42398;378
11;20947;404
12;11984;393
13;6546;380
14;3323;384
15;1510;376
16;604;383
17;201;391
18;302;395
19;201;393
20;201;393
21;201;379
22;201;372
23;201;390
24;201;388
25;201;395
26;201;378
27;201;390
28;201;387
29;201;402
30;201;381
31;201;386
32;201;397
33;302;388
34;201;381
35;201;398
36;201;385
37;201;386
38;201;407
39;201;387
0;2867502;65
1;2869919;62
2;2852295;74
3;2824298;71
4;2784014;102
5;2724898;112
6;2633252;132
7;2475742;203
8;2178548;238
9;1297843;365
10;42398;374
11;21249;390
12;11984;399
13;6143;406
14;2920;383
15;1812;385
16;805;390
17;302;381
18;302;377
19;201;406
20;201;369
21;201;388
22;201;396
23;201;393
24;201;379
25;201;394
26;201;391
27;201;388
28;201;396
29;302;404
30;201;381
31;302;367
32;201;400
33;201;381
34;201;404
35;201;371
36;302;390
37;201;384
38;201;391
39;302;384
0;2867301;64
1;2869718;62
2;2850684;67
3;2823694;72
4;2782906;98
5;2723891;114
6;2630835;143
7;2475138;173
8;2176736;244
9;1293614;352
10;41794;388
11;22256;387
12;12085;378
13;6445;406
14;3625;385
15;1712;375
16;604;378
17;402;368
18;201;374
19;302;382
20;201;372
21;201;383
22;201;385
23;302;378
24;201;379
25;201;387
26;201;383
27;201;386
28;201;371
29;201;388
30;201;398
31;201;384
32;201;374
33;302;381
34;201;381
35;201;400
36;201;393
37;302;405
38;201;377
39;201;410
0;2866797;65
1;2868006;82
2;2850885;71
3;2822787;99
4;2782705;98
5;2723286;100
6;2630533;153
7;2475339;172
8;2175225;251
9;1287571;344
10;42197;362
11;21753;382
12;11682;385
13;6344;390
14;2819;368
15;1309;391
16;805;378
17;402;389
18;302;377
19;302;399
20;201;385
21;302;383
22;201;388
23;201;378
24;201;369
25;201;387
26;201;396
27;201;390
28;201;386
29;201;395
30;201;390
31;201;390
32;201;371
33;201;395
34;201;384
35;201;377
36;201;395
37;201;380
38;302;403
39;402;396
0;2865690;63
1;2867603;60
2;2850080;61
3;2822687;72
4;2782302;102
5;2722883;102
6;2629123;135
7;2473929;185
8;2173916;264
9;1283341;360
10;41593;386
11;21652;401
12;11581;386
13;6546;387
14;3323;389
15;1409;382
16;604;387
17;503;390
18;302;404
19;201;402
20;201;389
21;201;390
22;201;388
23;201;396
24;201;369
25;302;391
26;201;394
27;201;392
28;201;393
29;201;377
30;201;382
31;201;388
32;302;373
33;201;390
34;201;380
35;201;376
36;302;385
37;302;379
38;201;383
39;302;391
0;2865488;72
1;2867704;59
2;2848569;79
3;2821579;74
4;2781094;105
5;2721675;130
6;2629123;159
7;2472620;195
8;2173009;226
9;1280723;358
10;41492;384
11;21048;393
12;11883;375
13;6243;376
14;2819;401
15;1208;379
16;402;396
17;402;387
18;302;383
19;201;390
20;201;391
21;201;361
22;201;377
23;201;381
24;201;366
25;201;381
26;201;375
27;201;384
28;201;375
29;201;390
30;201;390
31;201;391
32;201;394
33;201;394
34;201;383
35;201;394
36;302;402
37;201;373
38;302;386
39;201;392
0;2864884;59
1;2866697;56
2;2848065;73
3;2820874;76
4;2780389;112
5;2721171;102
6;2628116;128
7;2471512;170
8;2170492;249
9;1271457;371
10;42096;385
11;21048;398
12;11682;389
13;6042;388
14;3121;398
15;1208;390
16;503;383
17;302;384
18;302;384
19;201;383
20;201;391
21;201;388
22;201;371
23;201;379
24;201;368
25;201;400
26;201;382
27;201;372
28;201;376
29;201;355
30;201;371
31;302;387
32;201;369
33;201;390
34;302;390
35;201;372
36;201;372
37;201;380
38;201;388
39;201;391
0;2863575;62
1;2865790;71
2;2847461;65
3;2820169;87
4;2779885;92
5;2720769;94
6;2626404;151
7;2470405;183
8;2169988;247
9;1267429;344
10;41492;390
11;21149;373
12;11682;405
13;6143;390
14;3121;384
15;1309;390
16;604;381
17;402;389
18;302;387
19;201;375
20;201;383
21;201;375
22;201;383
23;201;389
24;201;379
25;201;394
26;201;390
27;201;389
28;302;379
29;201;379
30;201;361
31;201;381
32;201;370
33;201;377
34;201;398
35;201;382
36;201;373
37;302;400
38;302;393
39;201;392
0;2862870;74
1;2865186;65
2;2847159;62
3;2819766;76
4;2778878;85
5;2719359;115
6;2626102;151
7;2469800;180
8;2168578;247
9;1263602;356
10;41391;379
11;21350;378
12;11883;379
13;6042;382
14;3121;378
15;1309;390
16;604;371
17;402;392
18;302;380
19;302;383
20;201;390
21;201;384
22;201;380
23;201;389
24;201;378
25;201;382
26;302;386
27;302;394
28;201;386
29;302;387
30;201;374
31;302;383
32;201;382
33;201;379
34;201;380
35;201;404
36;201;404
37;201;390
38;302;406
39;201;372
0;2862568;66
